user,white_games,black_games,total_games,wins_white,wins_black,wins_total,draw_white,draw_black,draw_total,lose_white,lose_black,lose_total,elo,accuracy,accuracy_opening,accuracy_middlegame,accuracy_endgame,win_rate,opening_distance,middlegame_distance,endgame_distance,opening_distance_alt,middlegame_distance_alt,endgame_distance_alt
brauliocuarta,9,9,18,5.0,3.0,8.0,0.0,0.0,0.0,3.0,6.0,9.0,1995.2222222222222,83.84786379818895,95.56927428964455,88.71284274461455,90.14343023691775,0.4444444444444444,11.7214104914556,4.864978946425595,6.295566438728798,0.5293685440529714,-2.2267560089022567,-1.3742018886162128
THORK,9,9,18,5.0,2.0,7.0,0.0,0.0,0.0,4.0,3.0,7.0,2188.722222222222,86.74348062565828,93.47503035916121,90.86857745938892,91.5974174077351,0.3888888888888889,6.731549733502931,4.1250968337306375,4.853936782076815,-1.5648753864303728,-0.07102129412788827,0.07978528220112935
Tomsel,9,9,18,4.0,3.0,7.0,0.0,0.0,0.0,5.0,5.0,10.0,2289.222222222222,85.66189987784442,93.86588589495182,88.68976030806618,90.29427167782372,0.3888888888888889,8.203986017107397,3.0278604302217644,4.632371799979296,-1.174019850639766,-2.249838445450621,-1.2233604477102489
LuckyTiger,9,9,18,7.0,5.0,12.0,0.0,0.0,0.0,2.0,3.0,5.0,2490.8333333333335,86.45190035143747,95.98017096493466,90.56837771277738,92.13331134977537,0.6666666666666666,9.528270613497185,4.1164773613399035,5.6814109983378955,0.9402652193430754,-0.3712210407394281,0.6156792242414042
FabianEnglert,9,9,18,4.0,3.0,7.0,2.0,2.0,4.0,3.0,4.0,7.0,2240.0555555555557,87.65553878380283,95.72195525371363,91.20202765700843,91.88263410983264,0.3888888888888889,8.066416469910806,3.546488873205604,4.227095326029811,0.6820495081220486,0.2624289034916245,0.36500198429867226
AndreyOstrovskiy,8,10,18,5.0,3.0,8.0,2.0,2.0,4.0,1.0,5.0,6.0,2344.4444444444443,89.14326789989605,95.45117937131637,92.41351770640395,94.0114176680323,0.4444444444444444,6.307911471420326,3.2702498065079055,4.868149768136249,0.41127362572478887,1.4739189528871464,2.4937855424983297
Aragon,8,10,18,3.0,5.0,8.0,0.0,0.0,0.0,5.0,5.0,10.0,2001.0,84.42229660184779,94.10374523128145,88.60296785498647,89.36891238133576,0.4444444444444444,9.68144862943366,4.180671253138684,4.946615779487971,-0.9361605143101315,-2.3366308985303306,-2.1487197441982033
Mvpag,8,10,18,3.0,3.0,6.0,0.0,0.0,0.0,5.0,7.0,12.0,1870.9444444444443,83.80763084451858,94.72833858226517,89.37043885418204,91.34810894543824,0.3333333333333333,10.920707737746582,5.562808009663456,7.540478100919657,-0.31156716332641565,-1.569159899334764,-0.1695231800957231
Irochka83,8,10,18,4.0,6.0,10.0,0.0,0.0,0.0,4.0,4.0,8.0,2286.0,86.65472751559822,96.39242249898822,93.06717361501876,90.40576740555385,0.5555555555555556,9.73769498339,6.412446099420535,3.7510398899556208,1.3525167533966425,2.127574861501955,-1.1118647199801188
Colombiano07,8,9,17,2.0,1.0,3.0,0.0,0.0,0.0,4.0,8.0,12.0,1987.5882352941176,80.93147229025942,95.87787796329184,91.46847174907602,85.23790860432784,0.17647058823529413,14.946405673032416,10.536999458816595,4.306436314068421,0.8379722177002549,0.5288729955592117,-6.279723521206122
ilmago,7,10,17,2.0,3.0,5.0,0.0,0.0,0.0,5.0,7.0,12.0,1827.4705882352941,79.93881103966169,95.27649896055432,87.09852253206289,85.4227224168057,0.29411764705882354,15.337687920892634,7.1597114924012,5.483911377144011,0.23659321496273833,-3.8410762214539176,-6.094909708728267
juniortay,9,8,17,0.0,0.0,0.0,2.0,2.0,4.0,3.0,6.0,9.0,2196.8823529411766,86.98870038165519,93.38571280820923,91.28784545790579,91.14337514200407,0.0,6.397012426554042,4.299145076250596,4.1546747603488825,-1.6541929373823478,0.3482467043889841,-0.37425698352988945
esr44,7,10,17,2.0,2.0,4.0,0.0,0.0,0.0,5.0,8.0,13.0,2043.5882352941176,82.87536545979071,94.21238725597308,87.81526568599676,90.67968296411419,0.23529411764705882,11.33702179618237,4.939900226206049,7.804317504323478,-0.8275184896184982,-3.124333067520041,-0.8379491614197718
manitodeplomo,9,7,16,1.0,4.0,5.0,0.0,0.0,0.0,4.0,3.0,7.0,2308.9375,86.3298934779451,96.16733751666233,89.50112498561855,92.14775428666289,0.3125,9.837444038717223,3.17123150767344,5.817860808717782,1.1274317710707464,-1.4384737678982589,0.6301221611289236
patzerplay,8,8,16,4.0,4.0,8.0,0.0,0.0,0.0,4.0,4.0,8.0,2138.4375,85.49828508589172,94.60094605243765,89.52887404974823,91.4741545905516,0.5,9.102660966545926,4.030588963856502,5.975869504659883,-0.438959693153933,-1.4107247037685795,-0.04347753498235818
hitaman,8,8,16,5.0,4.0,9.0,0.0,0.0,0.0,1.0,4.0,5.0,2390.3125,88.6322119309531,95.78501677872198,90.85332635777236,93.07296474972921,0.5625,7.152804847768877,2.2211144268192555,4.4407528187761045,0.7451110331303994,-0.08627239574444445,1.5553326241952448
Dlugy,10,6,16,4.0,4.0,8.0,0.0,0.0,0.0,2.0,2.0,4.0,2567.75,89.48708329215414,96.27431106131387,92.33905232072077,93.71054510445877,0.5,6.787227769159728,2.8519690285666286,4.223461812304635,1.2344053157222845,1.3994535672039632,2.1929129789248094
Bab3s,7,9,16,3.0,2.0,5.0,0.0,0.0,0.0,4.0,6.0,10.0,2070.0,85.06281126750804,95.22913731480136,90.97844090487521,89.82469702785338,0.3125,10.166326047293325,5.915629637367175,4.761885760345336,0.18923156920978101,0.03884215135840918,-1.6929350976805893
Vandros57,7,9,16,1.0,1.0,2.0,1.0,2.0,3.0,5.0,6.0,11.0,1819.125,85.55560277943748,95.20676348459959,90.54761923883527,90.22258289485079,0.125,9.651160705162113,4.992016459397789,4.66698011541331,0.16685773900800882,-0.39197951468153747,-1.2950492306831762
FrankieJay,7,8,15,1.0,2.0,3.0,1.0,2.0,3.0,5.0,4.0,9.0,2195.6,85.56456348926866,94.89869539433835,91.5854173560919,89.10640921411391,0.2,9.334131905069682,6.020853866823231,3.5418457248452455,-0.14121035125323544,0.6458186025750905,-2.4112229114200545
iFrancisco,8,7,15,2.0,2.0,4.0,0.0,0.0,0.0,4.0,5.0,9.0,2306.866666666667,82.25318218398596,94.51931580768554,90.6695834636895,92.24973156190771,0.26666666666666666,12.266133623699588,8.41640127970355,9.996549377921752,-0.5205899379060384,-0.27001528982729894,0.7320994363737441
kinetix,7,8,15,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,13.0,1484.7333333333333,81.28490313197179,91.23040558951736,88.75972441269286,87.8191259181463,0.0,9.945502457545572,7.474821280721073,6.53422278617451,-3.809500156074222,-2.179874340823943,-3.6985062073876662
AungTZ,6,9,15,3.0,1.0,4.0,0.0,0.0,0.0,3.0,7.0,10.0,2051.8,84.93316787485934,94.30667440814928,90.77018225861694,89.21295412153772,0.26666666666666666,9.373506533289941,5.837014383757605,4.279786246678384,-0.7332313374423052,-0.16941649489986332,-2.3046780039962442
RitvarsReimanis,8,6,14,2.0,5.0,7.0,0.0,0.0,0.0,5.0,1.0,6.0,2259.214285714286,86.51269510442731,94.38554926151178,90.87833192960044,90.98242704776938,0.5,7.8728541570844754,4.365636825173127,4.469731943342069,-0.6543564840797984,-0.06126682391636962,-0.5352050777645871
ViennaRocket,8,6,14,1.0,2.0,3.0,1.0,1.0,2.0,6.0,3.0,9.0,2200.214285714286,77.54761087869024,92.33348415680771,89.60455750958293,89.56888029388271,0.21428571428571427,14.785873278117478,12.056946630892696,12.021269415192478,-2.7064215887838685,-1.3350412439338726,-1.9487518316512507
guillead1,8,6,14,3.0,3.0,6.0,0.0,0.0,0.0,4.0,3.0,7.0,2304.8571428571427,87.28726759811431,96.38721120986376,92.37227891253997,91.60644403298315,0.42857142857142855,9.099943611749453,5.085011314425657,4.319176434868837,1.347305464272182,1.432680159023164,0.08881190744918399
jbj,8,6,14,4.0,3.0,7.0,0.0,0.0,0.0,3.0,3.0,6.0,2273.4285714285716,85.19089401852443,93.17883705263264,88.36038476960303,93.6939018268487,0.5,7.987943034108213,3.169490751078598,8.50300780832427,-1.8610686929589377,-2.5792139839137747,2.1762697013147374
tac49,8,6,14,5.0,2.0,7.0,2.0,2.0,4.0,1.0,2.0,3.0,2322.285714285714,90.54101253285404,96.7050059973153,93.0913396380739,92.30990022482163,0.5,6.163993464461257,2.550327105219864,1.768887691967592,1.6651002517237146,2.1517408845570998,0.7922680992876678
lukas_111111,8,6,14,3.0,4.0,7.0,0.0,0.0,0.0,5.0,2.0,7.0,2192.1428571428573,86.07235865983206,97.03912594201722,91.33897868474692,89.44094729188025,0.5,10.96676728218516,5.266620024914857,3.368588632048187,1.9992201964256395,0.39937993123011495,-2.076684833653715
kharposh,7,7,14,2.0,3.0,5.0,0.0,0.0,0.0,5.0,4.0,9.0,2023.7142857142858,86.91072399085242,94.58433551572588,91.39584799153818,92.09284323258716,0.35714285714285715,7.673611524873465,4.485124000685758,5.182119241734739,-0.4555702298656996,0.4562492380213712,0.5752111070531924
FytNob,7,7,14,1.0,1.0,2.0,0.0,0.0,0.0,4.0,6.0,10.0,1858.2142857142858,81.9775575517917,92.24190416272931,89.04792495604944,92.35988092206865,0.14285714285714285,10.264346610937608,7.070367404257738,10.38232337027695,-2.7980015828622697,-1.8916737974673623,0.8422487965346903
Cryptochess,7,7,14,4.0,1.0,5.0,1.0,1.0,2.0,2.0,5.0,7.0,2386.8571428571427,87.35013100157273,93.7078699240448,90.99683354373988,94.27658791809131,0.35714285714285715,6.357738922472066,3.646702542167148,6.926456916518575,-1.332035821546782,0.057234790223077425,2.7589557925573445
Malev212,7,7,14,6.0,3.0,9.0,0.0,0.0,0.0,1.0,3.0,4.0,2033.0714285714287,84.54745896848037,95.50947605278712,91.43561920221715,90.74368297980952,0.6428571428571429,10.962017084306751,6.888160233736784,6.19622401132915,0.46957030719553927,0.49602044870034945,-0.7739491457244441
FairChess_on_YouTube,7,7,14,7.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2708.5714285714284,93.571090182974,96.5096779841298,93.87599054652074,96.10001836592255,0.7142857142857143,2.9385878011557907,0.3049003635467358,2.5289281829485475,1.4697722385382122,2.936391793003935,4.582386240388587
AnthonyWirig,7,7,14,3.0,4.0,7.0,1.0,1.0,2.0,3.0,2.0,5.0,2539.1428571428573,86.61702565345814,93.66177744943053,92.40495910288108,89.42550915186887,0.5,7.044751795972388,5.787933449422937,2.808483498410723,-1.3781282961610515,1.4653603493642748,-2.0921229736650986
JamesColeman,7,7,14,3.0,2.0,5.0,0.0,0.0,0.0,2.0,5.0,7.0,2303.6428571428573,86.348700598905,96.4228263104555,92.59668780237368,92.4891337875999,0.35714285714285715,10.074125711550508,6.247987203468682,6.1404331886948995,1.3829205648639231,1.657089048856875,0.9715016620659327
raskolnnikov,7,7,14,4.0,2.0,6.0,0.0,0.0,0.0,2.0,5.0,7.0,2274.4285714285716,87.98443770652445,96.38260551533436,90.34835069455251,89.76260957924869,0.42857142857142855,8.398167808809916,2.363912988028062,1.7781718727242435,1.3426997697427794,-0.5912480589642968,-1.755022546285275
vinceyoung15,6,8,14,1.0,4.0,5.0,0.0,0.0,0.0,5.0,4.0,9.0,2031.5,83.5211352268954,93.18317003722065,88.83888298873993,91.75481532063652,0.35714285714285715,9.662034810325252,5.3177477618445295,8.233680093741128,-1.856735708370934,-2.1007157647768793,0.2371831951025598
MikePerelshteyn,6,8,14,2.0,4.0,6.0,2.0,1.0,3.0,2.0,3.0,5.0,2032.142857142857,87.62644122456088,94.19238185450264,90.36060072973179,94.00818872086046,0.42857142857142855,6.565940629941764,2.7341595051709078,6.381747496299582,-0.8475238910889402,-0.5789980237850187,2.4905565953264954
alexsuper1987,7,6,13,2.0,1.0,3.0,0.0,0.0,0.0,4.0,5.0,9.0,2033.0,80.89837485170818,93.50455912680246,91.2447140788572,86.93897570850956,0.23076923076923078,12.606184275094279,10.346339227149016,6.040600856801376,-1.53534661878912,0.3051153253403953,-4.578656417024405
Konavets,7,6,13,5.0,3.0,8.0,0.0,0.0,0.0,1.0,3.0,4.0,2343.6923076923076,90.55162382425823,95.73753150039941,93.18290981106112,92.81814288568211,0.6153846153846154,5.185907676141184,2.6312859868028937,2.266519061423878,0.6976257548078308,2.243311057544318,1.3005107601481427
mokerslag,6,7,13,3.0,4.0,7.0,0.0,0.0,0.0,3.0,2.0,5.0,2328.0,86.00298712554465,94.54905306512977,91.89418754434239,90.39714546777769,0.5384615384615384,8.54606593958512,5.891200418797737,4.394158342233041,-0.4908526804618134,0.9545887908255821,-1.120486657756274
Alexander_Donchenko,5,7,12,4.0,2.0,6.0,0.0,0.0,0.0,1.0,2.0,3.0,2342.4166666666665,87.55347823114084,94.43335310731219,93.45251789622027,92.73990471285846,0.5,6.879874876171343,5.899039665079428,5.186426481717618,-0.6065526382793962,2.512919142703467,1.2222725873244968
Quinten94,5,6,11,1.0,3.0,4.0,1.0,2.0,3.0,3.0,1.0,4.0,2130.5454545454545,88.32089858763847,96.3867582734858,92.18848650484712,91.8511081616345,0.36363636363636365,8.065859685847329,3.8675879172086525,3.530209573996032,1.3468525278942138,1.2488877513303152,0.3334760361005351
facu57,4,6,10,1.0,2.0,3.0,0.0,0.0,0.0,3.0,4.0,7.0,2056.5,86.61171140087531,94.63438588207653,91.36351107750984,89.67276043821974,0.3,8.022674481201221,4.751799676634533,3.061049037344432,-0.4055198635150532,0.42391232399303647,-1.8448716873142246
thegormacle,5,4,9,2.0,3.0,5.0,0.0,0.0,0.0,2.0,1.0,3.0,2464.1111111111113,86.67326576836844,94.31071538904557,89.0905880794824,93.36908670834035,0.5555555555555556,7.637449620677131,2.4173223111139635,6.6958209399719095,-0.7291903565460132,-1.8490106740344032,1.851454582806383
igorkovalenko,5,4,9,2.0,3.0,5.0,0.0,0.0,0.0,2.0,1.0,3.0,2464.3333333333335,89.37195055519821,93.91575259852554,92.47988210464558,94.91248094921808,0.5555555555555556,4.543802043327332,3.107931549447372,5.540530394019868,-1.124153147066039,1.5402833511287781,3.3948488236841143
KaydenTroffChess,5,4,9,2.0,2.0,4.0,0.0,0.0,0.0,1.0,2.0,3.0,2355.1111111111113,88.14660454133099,94.09813130027672,92.7231921532842,94.1264575807108,0.4444444444444444,5.951526758945732,4.576587611953215,5.979853039379819,-0.9417744453148629,1.7835933997673976,2.6088254551768415
Danesz22,5,4,9,4.0,3.0,7.0,0.0,0.0,0.0,1.0,1.0,2.0,2439.6666666666665,90.6290196267327,97.61981787332854,94.42488501475255,92.84352320946147,0.7777777777777778,6.990798246595844,3.7958653880198483,2.214503582728767,2.5799121277369608,3.4852862612357427,1.3258910839275018
GGuseinov,5,4,9,2.0,3.0,5.0,1.0,1.0,2.0,0.0,0.0,0.0,2537.222222222222,91.85716680494679,95.98926236056059,94.19908518526599,94.42104527243288,0.5555555555555556,4.132095555613802,2.3419183803192,2.5638784674860915,0.9493566149690054,3.259486431749181,2.903413146898913
GMBenjaminBok,5,4,9,3.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2597.0,91.30177010603612,97.64749690881062,92.38965863120927,93.71203613770483,0.6666666666666666,6.345726802774507,1.087888525173156,2.410266031668712,2.607591163219041,1.4500598776924676,2.194404012170864
DrHolmes13,5,4,9,3.0,2.0,5.0,0.0,0.0,0.0,2.0,2.0,4.0,2203.8888888888887,88.10730967160868,95.60923870709983,91.5414309219671,93.52411868669354,0.5555555555555556,7.501929035491159,3.43412125035843,5.416809015084866,0.5693329615082519,0.6018321684503007,2.0064865611595764
Mugzyyy,5,4,9,3.0,3.0,6.0,0.0,0.0,0.0,2.0,1.0,3.0,2359.6666666666665,90.03700014852814,94.00442978129597,92.36175555395828,94.46483360351456,0.6666666666666666,3.967429632767832,2.324755405430139,4.427833454986427,-1.035475964295614,1.4221568004414706,2.947201477980599
crisfoisor,5,4,9,3.0,1.0,4.0,0.0,0.0,0.0,2.0,3.0,5.0,2119.0,81.2540880369774,93.64908532192601,89.27469351425034,90.42302704542566,0.4444444444444444,12.394997284948616,8.020605477272952,9.168939008448262,-1.3908204236655735,-1.66490523926646,-1.094605080108309
MichiganEagle,5,4,9,3.0,1.0,4.0,0.0,0.0,0.0,1.0,3.0,4.0,2285.3333333333335,84.18622194502726,95.36813083341748,89.81871042921587,85.56324221611163,0.4444444444444444,11.181908888390225,5.632488484188613,1.3770202710843762,0.3282250878258992,-1.1208883243009353,-5.954389909422332
ruzomberok,5,4,9,2.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,4.0,2217.222222222222,84.32930829848543,94.52428004649249,89.34557240804183,91.73681380751594,0.3333333333333333,10.194971748007063,5.016264109556403,7.407505509030514,-0.5156256990990897,-1.5940263454749726,0.21918168198197918
michaelk123,5,4,9,1.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,4.0,1903.4444444444443,87.29399224932997,94.04240108708399,92.04899121018252,95.13114325724713,0.2222222222222222,6.748408837754013,4.7549989608525465,7.837151007917157,-0.9975046585075944,1.1093924566657165,3.6135111317131674
chessmachined,5,4,9,2.0,2.0,4.0,0.0,0.0,0.0,3.0,2.0,5.0,2139.1111111111113,84.6929008166241,92.57907483835362,89.38611278002583,90.00074568645798,0.4444444444444444,7.886174021729516,4.693211963401723,5.307844869833872,-2.4608309072379626,-1.5534859734909787,-1.5168864390759893
Zhani-Z,5,4,9,4.0,1.0,5.0,0.0,0.0,0.0,1.0,2.0,3.0,1890.111111111111,88.60806318132722,96.23119293794838,91.55568453922602,91.41127116148246,0.5555555555555556,7.623129756621154,2.9476213578987966,2.8032079801552356,1.1912871923567963,0.6160857857092168,-0.10636096405150397
SabinaFoisor,5,4,9,2.0,2.0,4.0,0.0,0.0,0.0,3.0,1.0,4.0,2269.6666666666665,86.2878046276253,94.48080308439074,92.2668524758577,89.82958721861496,0.4444444444444444,8.192998456765437,5.979047848232398,3.541782590989655,-0.5591026612008392,1.327253722340899,-1.6880449069190036
Novak_Pezelj,5,4,9,3.0,2.0,5.0,0.0,0.0,0.0,2.0,2.0,4.0,2387.1111111111113,88.43701915405744,94.83906065798125,91.34115495813359,91.93107775816833,0.5555555555555556,6.402041503923812,2.904135804076148,3.49405860411089,-0.20084508761033248,0.40155620461678154,0.41344563263436385
GMG,4,5,9,4.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2367.4444444444443,90.2836690492758,96.41195520748818,90.46857274053671,94.60425060752499,0.6666666666666666,6.128286158212376,0.18490369126091366,4.320581558249188,1.3720494618965944,-0.47102601298009006,3.0866184819910245
MartinZumsande,5,4,9,3.0,2.0,5.0,0.0,0.0,0.0,1.0,2.0,3.0,2239.222222222222,87.685027002422,95.59920448768933,90.33891125930874,94.1188799490405,0.5555555555555556,7.914177485267331,2.653884256886741,6.433852946618501,0.5592987420977522,-0.60068749420806,2.60124782350654
Fandorine,5,4,9,4.0,1.0,5.0,1.0,1.0,2.0,0.0,0.0,0.0,2564.6666666666665,91.98203079068172,95.2637785464037,93.83018657923039,96.42513114180676,0.5555555555555556,3.2817477557219803,1.8481557885486666,4.4431003511250395,0.22387280081211713,2.890587825713581,4.907499016272794
LyonBeast,5,4,9,4.0,3.0,7.0,0.0,0.0,0.0,1.0,1.0,2.0,2762.1111111111113,88.85164640199861,97.74941358517512,91.95816460185499,91.25608150950484,0.7777777777777778,8.897767183176512,3.1065181998563816,2.404435107506231,2.7095078395835372,1.0185658483381843,-0.2615506160291261
Zvonokchess,5,4,9,3.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,3.0,2484.8888888888887,90.33116361552521,94.48436232533922,93.39054867090573,94.9012705726817,0.4444444444444444,4.153198709814006,3.059385055380517,4.570106957156483,-0.5555434202523628,2.4509499173889253,3.3836384471477317
Inopov,5,4,9,3.0,3.0,6.0,0.0,0.0,0.0,2.0,1.0,3.0,2463.777777777778,82.20985255293505,95.98322999814592,91.97895029598492,89.92243517985418,0.6666666666666666,13.773377445210869,9.769097743049869,7.712582626919129,0.9433242525543335,1.0393515424681112,-1.5951969456797883
190l,4,5,9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,5.0,1981.2222222222222,82.88158041515781,93.52532617305896,91.36489708370169,89.76099857333413,0.0,10.643745757901144,8.483316668543878,6.879418158176321,-1.5145795725326252,0.42529833018488716,-1.7566335521998298
Zlatan56,5,4,9,2.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2517.1111111111113,87.9185751699468,95.74488298479883,90.42463140197093,94.08439013005011,0.6666666666666666,7.826307814852029,2.5060562320241218,6.1658149601033045,0.7049772392072526,-0.5149673515458772,2.5667580045161458
DARIO555,4,5,9,2.0,1.0,3.0,0.0,0.0,0.0,1.0,4.0,5.0,2204.8888888888887,87.47181556233745,95.06722021892357,90.5291822520877,93.35461953805185,0.3333333333333333,7.595404656586112,3.057366689750239,5.8828039757143955,0.02731447333198389,-0.41041650142911124,1.8369874125178853
ChessPsych0,4,5,9,1.0,3.0,4.0,0.0,0.0,0.0,3.0,2.0,5.0,2058.222222222222,84.63594938557932,95.35137429442096,91.70575243373959,88.4357386482765,0.4444444444444444,10.71542490884164,7.069803048160267,3.7997892626971748,0.3114685488293816,0.7661536802227857,-3.0818934772574664
Mazetovic,4,5,9,3.0,2.0,5.0,0.0,0.0,0.0,1.0,3.0,4.0,2349.1111111111113,87.30062544841725,96.08209373268659,93.01823823880488,91.82057712178117,0.5555555555555556,8.781468284269337,5.7176127903876335,4.51995167336392,1.042187987095005,2.078639485288079,0.3029449962472057
Brandon_Clarke,4,5,9,3.0,2.0,5.0,0.0,0.0,0.0,1.0,3.0,4.0,2312.0,83.32198833335741,93.96735979707316,89.2716003054428,92.13486555102901,0.5555555555555556,10.645371463715747,5.949611972085393,8.812877217671598,-1.0725459485184246,-1.6679984480740018,0.6172334254950442
promen1999,4,5,9,2.0,3.0,5.0,0.0,0.0,0.0,1.0,2.0,3.0,2278.8888888888887,89.13038688596754,95.0895029012507,92.65433654656356,91.7934021928939,0.5555555555555556,5.959116015283158,3.523949660596017,2.6630153069263542,0.04959715565911438,1.7147377930467513,0.2757700673599288
gawk,4,5,9,2.0,1.0,3.0,0.0,0.0,0.0,1.0,4.0,5.0,2049.6666666666665,80.77370936815151,95.70116535563477,89.76220788526479,83.02976966105786,0.3333333333333333,14.927455987483256,8.988498517113271,2.2560602929063407,0.6612596100431887,-1.1773908682520187,-8.487862464476109
tigrangharamian,4,5,9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2509.222222222222,88.56883008212104,95.65737627238698,94.71942519435714,93.56244512887629,0.0,7.088546190265944,6.150595112236104,4.993615046755252,0.617470526795401,3.7798264408403384,2.044813003342327
