user,white_games,black_games,total_games,wins_white,wins_black,wins_total,draw_white,draw_black,draw_total,lose_white,lose_black,lose_total,elo,accuracy,accuracy_opening,accuracy_middlegame,accuracy_endgame,win_rate,OpenAcc-meanAcc,MiddleAcc-meanAcc,EndAcc-meanAcc,OpenAcc-meanOpenAcc,MiddleAcc-meanMiddleAcc,EndAcc-meanEndAcc
brauliocuarta,9,9,18,5.0,3.0,8.0,0.0,0.0,0.0,3.0,6.0,9.0,1995.2222222222222,83.91000519479104,94.99696388443655,88.70659475053799,90.19428778651059,0.4444444444444444,11.086958689645513,4.796589555746948,6.2842825917195455,0.08423896917642537,-2.108247325560967,-1.2429475090766289
THORK,9,9,18,5.0,2.0,7.0,0.0,0.0,0.0,4.0,3.0,7.0,2188.722222222222,86.99254877042287,93.05919152703424,90.8737192523637,91.50384131118999,0.3888888888888889,6.0666427566113725,3.8811704819408277,4.511292540767116,-1.853533388225884,0.05887717626474398,0.06660601560277257
Tomsel,9,9,18,4.0,3.0,7.0,0.0,0.0,0.0,5.0,5.0,10.0,2289.222222222222,85.90345556698581,93.72465567840534,88.64659387777378,90.39852915799798,0.3888888888888889,7.821200111419529,2.7431383107879697,4.495073591012172,-1.188069236854787,-2.1682481983251733,-1.0387061375892301
LuckyTiger,9,9,18,7.0,5.0,12.0,0.0,0.0,0.0,2.0,3.0,5.0,2490.8333333333335,86.58758151019862,95.84348511456139,90.34173551642189,92.4012745941734,0.6666666666666666,9.255903604362771,3.754154006223274,5.813693083974783,0.9307601993012611,-0.4731065596770634,0.9640392985861865
FabianEnglert,9,9,18,4.0,3.0,7.0,2.0,2.0,4.0,3.0,4.0,7.0,2240.0555555555557,87.44245077029304,95.68411383901362,91.14641040227637,91.5104546709807,0.3888888888888889,8.241663068720584,3.703959631983338,4.068003900687671,0.7713889237534914,0.33156832617741827,0.07321937539349221
AndreyOstrovskiy,8,10,18,5.0,3.0,8.0,2.0,2.0,4.0,1.0,5.0,6.0,2344.4444444444443,89.25558362577618,95.14917618298793,92.88240733824158,93.60634811967488,0.4444444444444444,5.893592557211747,3.626823712465395,4.350764493898694,0.23645126772780145,2.0675652621426224,2.1691128240876623
Aragon,8,10,18,3.0,5.0,8.0,0.0,0.0,0.0,5.0,5.0,10.0,2001.0,84.43987093300002,93.7881357526553,88.42446332841797,89.41880469440379,0.4444444444444444,9.34826481965527,3.9845923954179483,4.978933761403766,-1.1245891626048348,-2.390378747680984,-2.018430601183425
Mvpag,8,10,18,3.0,3.0,6.0,0.0,0.0,0.0,5.0,7.0,12.0,1870.9444444444443,83.81627817722848,94.48361048657026,89.33374561928325,91.52761252847567,0.3333333333333333,10.667332309341774,5.517467442054766,7.711334351247189,-0.4291144286898714,-1.4810964568157061,0.09037723288845712
Irochka83,8,10,18,4.0,6.0,10.0,0.0,0.0,0.0,4.0,4.0,8.0,2286.0,86.8656061035767,96.26071497914398,93.41893967170442,90.52043327109367,0.5555555555555556,9.395108875567288,6.5533335681277265,3.65482716751697,1.3479900638838558,2.6040975956054666,-0.9168020244935491
Colombiano07,8,9,17,2.0,1.0,3.0,0.0,0.0,0.0,4.0,8.0,12.0,1987.5882352941176,80.89040555383237,94.99649871493004,90.82460231012391,85.02063508172131,0.17647058823529413,14.106093161097675,9.934196756291541,4.130229527888943,0.08377379966991327,0.009760234024952297,-6.416600213865905
ilmago,7,10,17,2.0,3.0,5.0,0.0,0.0,0.0,5.0,7.0,12.0,1827.4705882352941,80.2461141446712,95.11864109432376,86.68553780683402,86.02065864512878,0.29411764705882354,14.872526949652567,6.439423662162824,5.77454450045758,0.20591617906363524,-4.129304269264935,-5.416576650458438
juniortay,9,8,17,0.0,0.0,0.0,2.0,2.0,4.0,3.0,6.0,9.0,2196.8823529411766,86.70110865148457,94.09921855784337,90.68034025554236,90.64525165928532,0.0,7.398109906358798,3.9792316040577873,3.944143007800747,-0.813506357416756,-0.13450182055659354,-0.7919836363018931
esr44,7,10,17,2.0,2.0,4.0,0.0,0.0,0.0,5.0,8.0,13.0,2043.5882352941176,83.11913631448849,94.15634169514774,87.88296401048116,90.64060359694608,0.23529411764705882,11.037205380659259,4.763827695992674,7.521467282457593,-0.756383220112383,-2.931878065617795,-0.7966316986411357
manitodeplomo,9,7,16,1.0,4.0,5.0,0.0,0.0,0.0,4.0,3.0,7.0,2308.9375,86.99710888961279,95.87910003932637,89.6134621406051,92.43832280857265,0.3125,8.881991149713585,2.6163532509923044,5.4412139189598605,0.9663751240662464,-1.2013799354938612,1.0010875129854355
patzerplay,8,8,16,4.0,4.0,8.0,0.0,0.0,0.0,4.0,4.0,8.0,2138.4375,85.58807770908273,94.62159674739725,89.61701384652737,91.18142560955825,0.5,9.033519038314523,4.028936137444646,5.593347900475521,-0.29112816786287965,-1.1978282295715843,-0.25580968602896803
hitaman,8,8,16,5.0,4.0,9.0,0.0,0.0,0.0,1.0,4.0,5.0,2390.3125,88.84977777447585,95.90337610813452,90.8528651898636,93.00111192018701,0.5625,7.05359833365867,2.0030874153877534,4.151334145711161,0.9906511928743953,0.03802311376465184,1.5638766245998
Dlugy,10,6,16,4.0,4.0,8.0,0.0,0.0,0.0,2.0,2.0,4.0,2567.75,89.83150202410852,96.23862750971949,92.38072007630511,93.56293897854295,0.5,6.407125485610976,2.5492180521965935,3.731436954434429,1.3259025944593645,1.5658780002061548,2.1257036829557308
Bab3s,7,9,16,3.0,2.0,5.0,0.0,0.0,0.0,4.0,6.0,10.0,2070.0,84.94206410380691,95.1949940703398,90.85984298335401,89.47248968854247,0.3125,10.25292996653289,5.9177788795471,4.5304255847355535,0.28226915507967476,0.045000907255058564,-1.9647456070447475
Vandros57,7,9,16,1.0,1.0,2.0,1.0,2.0,3.0,5.0,6.0,11.0,1819.125,85.25900145164829,95.11020510005925,90.34887122811772,90.6403356644129,0.125,9.851203648410959,5.089869776469428,5.381334212764614,0.19748018479911877,-0.46597084798123944,-0.7968996311743126
FrankieJay,7,8,15,1.0,2.0,3.0,1.0,2.0,3.0,5.0,4.0,9.0,2195.6,85.42063907637323,94.48714316464698,91.5492332714575,89.00548690388976,0.2,9.066504088273746,6.128594195084261,3.5848478275165263,-0.42558175061314785,0.7343911953585405,-2.431748391697454
iFrancisco,8,7,15,2.0,2.0,4.0,0.0,0.0,0.0,4.0,5.0,9.0,2306.866666666667,82.6686048118572,94.47168606671075,90.74763945118985,91.9869128791512,0.26666666666666666,11.803081254853552,8.079034639332662,9.318308067294012,-0.4410388485493826,-0.06720262490910045,0.5496775835639909
kinetix,7,8,15,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,13.0,1484.7333333333333,81.86226798611301,91.10041874922051,88.9413238406875,88.10284789417626,0.0,9.238150763107498,7.0790558545744915,6.240579908063253,-3.812306166039619,-1.8735182354114528,-3.3343874014109502
AungTZ,6,9,15,3.0,1.0,4.0,0.0,0.0,0.0,3.0,7.0,10.0,2051.8,83.80804935530213,93.96719436855622,90.73685388088253,88.00620722770749,0.26666666666666666,10.15914501325409,6.928804525580404,4.1981578724053605,-0.9455305467039068,-0.07798819521642031,-3.4310280678797227
RitvarsReimanis,8,6,14,2.0,5.0,7.0,0.0,0.0,0.0,5.0,1.0,6.0,2259.214285714286,86.43367385053551,94.0413217546994,91.02412399860076,90.87194973042611,0.5,7.607647904163883,4.590450148065244,4.438275879890597,-0.8714031605607317,0.2092819225018019,-0.5652855651611048
ViennaRocket,8,6,14,1.0,2.0,3.0,1.0,1.0,2.0,6.0,3.0,9.0,2200.214285714286,78.58462315436802,93.19888723000149,89.75580908219933,89.83699541144263,0.21428571428571427,14.614264075633471,11.171185927831317,11.252372257074612,-1.713837685258639,-1.0590329938996206,-1.6002398841445853
guillead1,8,6,14,3.0,3.0,6.0,0.0,0.0,0.0,4.0,3.0,7.0,2304.8571428571427,86.65837760474604,96.2038870656687,92.25112895721041,90.78722473947022,0.42857142857142855,9.54550946092266,5.592751352464376,4.128847134724182,1.2911621504085673,1.4362868811114566,-0.650010556116996
jbj,8,6,14,4.0,3.0,7.0,0.0,0.0,0.0,3.0,3.0,6.0,2273.4285714285716,85.15074421762536,93.1697049282683,87.78034634634133,93.46159866269153,0.5,8.018960710642943,2.629602128715973,8.31085444506617,-1.7430199869918255,-3.034495729757623,2.024363367104314
tac49,8,6,14,5.0,2.0,7.0,2.0,2.0,4.0,1.0,2.0,3.0,2322.285714285714,90.36109646563241,96.58485502377445,92.85136503386616,92.5863978940681,0.5,6.223758558142038,2.490268568233745,2.225301428435685,1.6721301085143239,2.036522957767204,1.1491625984808849
lukas_111111,8,6,14,3.0,4.0,7.0,0.0,0.0,0.0,5.0,2.0,7.0,2192.1428571428573,86.01626853726927,97.04235821888803,91.05616664505929,89.06521952558501,0.5,11.026089681618757,5.039898107790023,3.048950988315738,2.129633303627898,0.24132456896033716,-2.372015770002207
kharposh,7,7,14,2.0,3.0,5.0,0.0,0.0,0.0,5.0,4.0,9.0,2023.7142857142858,86.50941652585088,94.54409097963185,90.96419870384845,91.60459715146843,0.35714285714285715,8.034674453780966,4.454782177997572,5.0951806256175445,-0.3686339356282815,0.14935662774949776,0.16736185588121089
FytNob,7,7,14,1.0,1.0,2.0,0.0,0.0,0.0,4.0,6.0,10.0,1858.2142857142858,81.83357555580493,91.80114160633316,88.62817720594057,92.64705992715415,0.14285714285714285,9.967566050528234,6.794601650135647,10.813484371349219,-3.111583308926967,-2.1866648701583813,1.2098246315669314
Cryptochess,7,7,14,4.0,1.0,5.0,1.0,1.0,2.0,2.0,5.0,7.0,2386.8571428571427,87.44247172144892,93.55925397199357,90.77548104691,94.32212095549387,0.35714285714285715,6.116782250544645,3.3330093254610773,6.8796492340449475,-1.353470943266558,-0.03936102918895301,2.884885659906658
Malev212,7,7,14,6.0,3.0,9.0,0.0,0.0,0.0,1.0,3.0,4.0,2033.0714285714287,84.94585523614995,95.33766184097709,92.13164733356182,89.98476404056495,0.6428571428571429,10.391806604827138,7.185792097411863,5.038908804415001,0.4249369257169633,1.3168052574628604,-1.4524712550222603
FairChess_on_YouTube,7,7,14,7.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2708.5714285714284,93.46629374241444,96.49006818344517,93.67764840040807,96.13240485771884,0.7142857142857143,3.0237744410307386,0.21135465799363828,2.6661111153044033,1.5773432681850466,2.862806324309119,4.695169562131625
AnthonyWirig,7,7,14,3.0,4.0,7.0,1.0,1.0,2.0,3.0,2.0,5.0,2539.1428571428573,86.52281717067646,93.40272265042321,92.10849931213964,89.88023148036024,0.5,6.879905479746753,5.585682141463181,3.357414309683776,-1.5100022648369134,1.293657236040687,-1.5570038152269774
JamesColeman,7,7,14,3.0,2.0,5.0,0.0,0.0,0.0,2.0,5.0,7.0,2303.6428571428573,86.27318305098262,95.83913031921927,92.04144521551989,92.96080571215238,0.35714285714285715,9.565947268236641,5.768262164537262,6.687622661169755,0.9264054039591372,1.2266031394209307,1.523570416565164
raskolnnikov,7,7,14,4.0,2.0,6.0,0.0,0.0,0.0,2.0,5.0,7.0,2274.4285714285716,88.21587333744753,96.63479364159522,90.72354107112699,89.84397161605557,0.42857142857142855,8.41892030414769,2.5076677336794546,1.6280982786080358,1.7220687263350953,-0.09130100497196736,-1.5932636795316455
vinceyoung15,6,8,14,1.0,4.0,5.0,0.0,0.0,0.0,5.0,4.0,9.0,2031.5,83.74123970743572,92.95734017981616,88.99974834591413,91.61350329355388,0.35714285714285715,9.216100472380433,5.258508638478403,7.872263586118152,-1.955384735443971,-1.8150937301848273,0.17626799796666148
MikePerelshteyn,6,8,14,2.0,4.0,6.0,2.0,1.0,3.0,2.0,3.0,5.0,2032.142857142857,87.52986628380064,93.93088606607162,90.43420701517674,93.45392551108685,0.42857142857142855,6.4010197822709785,2.904340731376095,5.924059227286207,-0.981838849188506,-0.38063506092221644,2.0166902154996365
alexsuper1987,7,6,13,2.0,1.0,3.0,0.0,0.0,0.0,4.0,5.0,9.0,2033.0,80.84369447287207,92.98282988775544,91.39045230173704,86.63232739204287,0.23076923076923078,12.13913541488337,10.546757828864969,5.788632919170794,-1.929895027504685,0.5756102256380871,-4.804907903544347
Konavets,7,6,13,5.0,3.0,8.0,0.0,0.0,0.0,1.0,3.0,4.0,2343.6923076923076,90.12606030330561,95.85192210913125,92.32022245561852,92.5256257578872,0.6153846153846154,5.7258618058256445,2.194162152312913,2.399565454581591,0.9391971938711237,1.5053803795195648,1.0883904622999836
mokerslag,6,7,13,3.0,4.0,7.0,0.0,0.0,0.0,3.0,2.0,5.0,2328.0,85.9231069412384,94.11655712259889,92.03127756764131,89.90778387840918,0.5384615384615384,8.19345018136049,6.108170626402909,3.984676937170775,-0.7961677926612367,1.2164354915423559,-1.5294514171780378
Alexander_Donchenko,5,7,12,4.0,2.0,6.0,0.0,0.0,0.0,1.0,2.0,3.0,2342.4166666666665,87.28291795773303,94.302814446597,92.91444971519535,92.29504152275352,0.5,7.019896488863964,5.631531757462312,5.012123565020488,-0.6099104686631307,2.0996076390963907,0.8578062271663072
Quinten94,5,6,11,1.0,3.0,4.0,1.0,2.0,3.0,3.0,1.0,4.0,2130.5454545454545,88.4705958433655,96.41731106572597,92.07773352892578,91.87807581458745,0.36363636363636365,7.946715222360467,3.607137685560275,3.407479971221946,1.5045861504658404,1.2628914528268211,0.4408405190002327
facu57,4,6,10,1.0,2.0,3.0,0.0,0.0,0.0,3.0,4.0,7.0,2056.5,86.89407859765126,94.61701166580004,91.37704739707002,89.7395900086163,0.3,7.722933068148777,4.482968799418757,2.8455114109650452,-0.2957132494600927,0.56220532097106,-1.6976452869709107
thegormacle,5,4,9,2.0,3.0,5.0,0.0,0.0,0.0,2.0,1.0,3.0,2464.1111111111113,86.90725015968313,93.68253076320194,89.80513536304242,93.18965789860981,0.5555555555555556,6.775280603518809,2.8978852033592943,6.282407738926679,-1.2301941520581892,-1.0097067130565307,1.7524226030225947
igorkovalenko,5,4,9,2.0,3.0,5.0,0.0,0.0,0.0,2.0,1.0,3.0,2464.3333333333335,90.23803042607281,94.36639458410238,93.05480688986249,95.37324821866372,0.5555555555555556,4.128364158029569,2.8167764637896795,5.1352177925909075,-0.5463303311577477,2.2399648137635353,3.936012923076504
KaydenTroffChess,5,4,9,2.0,2.0,4.0,0.0,0.0,0.0,1.0,2.0,3.0,2355.1111111111113,88.78266119425051,94.23737539736526,92.84845119785855,93.87098224985573,0.4444444444444444,5.454714203114747,4.065790003608043,5.0883210556052205,-0.6753495178948725,2.0336091217595964,2.433746954268514
Danesz22,5,4,9,4.0,3.0,7.0,0.0,0.0,0.0,1.0,1.0,2.0,2439.6666666666665,89.84103172044013,97.66801392876535,94.00577193145472,92.361028761807,0.7777777777777778,7.826982208325219,4.164740211014589,2.519997041366878,2.7552890135052195,3.190929855355762,0.9237934662197915
GGuseinov,5,4,9,2.0,3.0,5.0,1.0,1.0,2.0,0.0,0.0,0.0,2537.222222222222,92.2560766212206,95.79605079187453,93.97613647692894,95.0247073065434,0.5555555555555556,3.5399741706539345,1.7200598557083424,2.7686306853228047,0.883325876614407,3.1612944008299877,3.5874720109561906
GMBenjaminBok,5,4,9,3.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2597.0,90.8123625212213,97.24871416861995,91.94776411532547,93.29108817789444,0.6666666666666666,6.436351647398652,1.1354015941041666,2.4787256566731344,2.335989253359827,1.1329220392265142,1.8538528823072227
DrHolmes13,5,4,9,3.0,2.0,5.0,0.0,0.0,0.0,2.0,2.0,4.0,2203.8888888888887,88.64636964261273,95.37703086844607,91.56322206531155,93.59160356518078,0.5555555555555556,6.7306612258333445,2.916852422698824,4.94523392256805,0.46430595318594214,0.7483799892125944,2.1543682695935615
Mugzyyy,5,4,9,3.0,3.0,6.0,0.0,0.0,0.0,2.0,1.0,3.0,2359.6666666666665,90.66320649347055,93.96445153905731,93.0631724467109,95.01836661043994,0.6666666666666666,3.3012450455867537,2.39996595324034,4.355160116969387,-0.9482733762028204,2.2483303706119386,3.581131314852726
crisfoisor,5,4,9,3.0,1.0,4.0,0.0,0.0,0.0,2.0,3.0,5.0,2119.0,81.5065406871306,93.772329067155,89.31598130494788,90.94989871352544,0.4444444444444444,12.265788380024404,7.8094406178172875,9.443358026394847,-1.140395848105129,-1.4988607711510724,-0.4873365820617721
MichiganEagle,5,4,9,3.0,1.0,4.0,0.0,0.0,0.0,1.0,3.0,4.0,2285.3333333333335,84.0635062648747,95.6677449986821,89.40989583152128,85.24023420386072,0.4444444444444444,11.604238733807392,5.346389566646579,1.1767279389860192,0.755020083421968,-1.4049462445776726,-6.1970010917264915
ruzomberok,5,4,9,2.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,4.0,2217.222222222222,84.8162506090386,94.36868042458661,89.8941711603804,91.96464253155256,0.3333333333333333,9.55242981554801,5.077920551341791,7.148391922513952,-0.5440444906735138,-0.92067091571856,0.5274072359653417
michaelk123,5,4,9,1.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,4.0,1903.4444444444443,87.28319837535793,94.08413454607545,92.25148824862492,94.93989244143717,0.2222222222222222,6.80093617071752,4.968289873266997,7.65669406607924,-0.8285903691846812,1.4366461725259683,3.502657145849952
chessmachined,5,4,9,2.0,2.0,4.0,0.0,0.0,0.0,3.0,2.0,5.0,2139.1111111111113,84.07273565564847,92.85419044474955,88.42101604094029,89.6853657322756,0.4444444444444444,8.781454789101076,4.348280385291815,5.612630076627127,-2.0585344705105797,-2.3938260351586678,-1.7518695633116153
Zhani-Z,5,4,9,4.0,1.0,5.0,0.0,0.0,0.0,1.0,2.0,3.0,1890.111111111111,88.2495620012511,96.3092250359814,91.29076329438398,90.62703501152444,0.5555555555555556,8.059663034730292,3.041201293132872,2.3774730102733344,1.3965001207212708,0.47592121828502343,-0.8102002840627733
SabinaFoisor,5,4,9,2.0,2.0,4.0,0.0,0.0,0.0,3.0,1.0,4.0,2269.6666666666665,86.20069917636417,94.17263191776107,92.29241195406065,90.14327817568497,0.4444444444444444,7.971932741396898,6.091712777696486,3.9425789993208014,-0.7400929974990618,1.4775698779616988,-1.2939571199022453
Novak_Pezelj,5,4,9,3.0,2.0,5.0,0.0,0.0,0.0,2.0,2.0,4.0,2387.1111111111113,88.46670645578459,95.24723747546638,90.9591686114721,91.85614509124902,0.5555555555555556,6.7805310196817885,2.4924621556875053,3.3894386354644297,0.33451256020624953,0.1443265353731391,0.4189097956618042
GMG,4,5,9,4.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2367.4444444444443,89.75765130630404,96.36283562621932,89.13976169575061,94.93739500155522,0.6666666666666666,6.605184319915281,-0.6178896105534335,5.179743695251176,1.4501107109591942,-1.6750803803483478,3.5001597059680023
MartinZumsande,5,4,9,3.0,2.0,5.0,0.0,0.0,0.0,1.0,2.0,3.0,2239.222222222222,87.8777216009315,95.3512565952197,90.87263148794666,93.72944436854905,0.5555555555555556,7.473534994288201,2.9949098870151687,5.851722767617559,0.4385316799595671,0.057789411847707584,2.292209072961839
Fandorine,5,4,9,4.0,1.0,5.0,1.0,1.0,2.0,0.0,0.0,0.0,2564.6666666666665,91.93814929274592,94.81809003279376,93.64821478631747,96.77361096356624,0.5555555555555556,2.879940740047843,1.7100654935715482,4.835461670820322,-0.09463488246636587,2.8333727102185122,5.336375667979027
LyonBeast,5,4,9,4.0,3.0,7.0,0.0,0.0,0.0,1.0,1.0,2.0,2762.1111111111113,88.89638967708034,97.19824679602586,91.88205511441214,92.3545808679297,0.7777777777777778,8.30185711894552,2.9856654373318037,3.4581911908493623,2.285521880765728,1.0672130383131844,0.9173455723424837
Zvonokchess,5,4,9,3.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,3.0,2484.8888888888887,90.47154077098058,94.99385144501029,93.33823306721767,94.63077121551125,0.4444444444444444,4.522310674029711,2.8666922962370904,4.159230444530664,0.08112652975016488,2.523390991118717,3.193535919924031
Inopov,5,4,9,3.0,3.0,6.0,0.0,0.0,0.0,2.0,1.0,3.0,2463.777777777778,83.22629728555343,95.67156861819711,91.90803301491755,89.28589982456839,0.6666666666666666,12.445271332643685,8.68173572936412,6.059602539014961,0.7588437029369857,1.0931909388185943,-2.1513354710188253
190l,4,5,9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,5.0,1981.2222222222222,83.81584331062398,93.80441698167049,91.07202736028431,90.12924121089051,0.0,9.98857367104651,7.256184049660334,6.313397900266537,-1.1083079335896429,0.25718528418535413,-1.307994084696702
Zlatan56,5,4,9,2.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2517.1111111111113,87.90042406700466,95.71728196254493,90.75268705658947,93.72123310960177,0.6666666666666666,7.8168578955402666,2.8522629895848013,5.820809042597105,0.8045570472848027,-0.06215501950948976,2.2839978140145547
DARIO555,4,5,9,2.0,1.0,3.0,0.0,0.0,0.0,1.0,4.0,5.0,2204.8888888888887,87.09124902509969,95.12776885903365,90.8943226824518,92.30196994142163,0.3333333333333333,8.036519833933966,3.8030736573521153,5.210720916321947,0.21504394377352298,0.07948060635284548,0.8647346458344174
ChessPsych0,4,5,9,1.0,3.0,4.0,0.0,0.0,0.0,3.0,2.0,5.0,2058.222222222222,84.62466490200961,95.33144105399467,91.45154192544558,88.92671130748438,0.4444444444444444,10.706776151985054,6.826877023435969,4.302046405474769,0.4187161387345384,0.6366998493466269,-2.5105239881028325
Mazetovic,4,5,9,3.0,2.0,5.0,0.0,0.0,0.0,1.0,3.0,4.0,2349.1111111111113,87.6218889411619,96.14099759696002,92.20936468651996,92.21814716022854,0.5555555555555556,8.51910865579812,4.587475745358063,4.596258219066641,1.2282726816998917,1.3945226104210064,0.7809118646413253
Brandon_Clarke,4,5,9,3.0,2.0,5.0,0.0,0.0,0.0,1.0,3.0,4.0,2312.0,83.40433222581379,94.00338963930487,88.62572188931756,91.85898054896944,0.5555555555555556,10.599057413491082,5.221389663503771,8.454648323155652,-0.9093352759552573,-2.1891201867813948,0.4217452533822268
promen1999,4,5,9,2.0,3.0,5.0,0.0,0.0,0.0,1.0,2.0,3.0,2278.8888888888887,89.17612688359577,94.72837190353823,92.8622377705836,91.87030800473457,0.5555555555555556,5.552245019942461,3.6861108869878336,2.694181121138797,-0.1843530117218961,2.047395694484649,0.4330727091473534
gawk,4,5,9,2.0,1.0,3.0,0.0,0.0,0.0,1.0,4.0,5.0,2049.6666666666665,80.37132769999207,95.42934173475405,87.97854764084876,83.18619273939306,0.3333333333333333,15.058014034761982,7.6072199408566945,2.814865039400999,0.5166168194939189,-2.8362944352501955,-8.25104255619415
tigrangharamian,4,5,9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2509.222222222222,89.20924753116925,95.7906263696734,95.09937843921581,93.86664762822163,0.0,6.5813788385041505,5.890130908046558,4.657400097052374,0.8779014544132764,4.284536363116857,2.4294123326344135
